Fecha,Hora,SO2,NO,NO2,PM10,"PM2,5",O3,Año
2019-07-29 00:00:00,8,6.0,4.0,12.0,15.0,7.0,61.0,2019
2019-07-29 00:00:00,9,6.0,4.0,12.0,15.0,7.0,59.0,2019
2019-07-29 00:00:00,10,6.0,4.0,11.0,14.0,5.0,61.0,2019
2019-07-29 00:00:00,11,6.0,4.0,8.0,15.0,5.0,68.0,2019
2019-07-29 00:00:00,12,6.0,4.0,8.0,21.0,7.0,76.0,2019
2019-07-29 00:00:00,13,6.0,4.0,8.0,14.0,8.0,79.0,2019
2019-07-29 00:00:00,14,6.0,4.0,6.0,18.0,8.0,81.0,2019
2019-07-29 00:00:00,15,5.0,4.0,7.0,13.0,5.0,84.0,2019
2019-07-29 00:00:00,16,5.0,4.0,6.0,12.0,5.0,83.0,2019
2019-07-29 00:00:00,17,6.0,4.0,6.0,13.0,6.0,82.0,2019
2019-07-29 00:00:00,18,6.0,4.0,8.0,16.0,7.0,82.0,2019
2019-07-29 00:00:00,19,6.0,4.0,8.0,18.0,10.0,76.0,2019
2019-07-29 00:00:00,20,6.0,4.0,10.0,22.0,10.0,69.0,2019
2019-07-29 00:00:00,21,6.0,4.0,10.0,17.0,9.0,69.0,2019
2019-07-29 00:00:00,22,6.0,4.0,7.0,17.0,8.0,69.0,2019
2019-07-29 00:00:00,23,6.0,4.0,9.0,18.0,6.0,63.0,2019
2019-07-29 00:00:00,24,6.0,4.0,10.0,16.0,6.0,58.0,2019
2019-07-30 00:00:00,1,5.0,4.0,9.0,13.0,4.0,55.0,2019
2019-07-30 00:00:00,2,5.0,4.0,8.0,16.0,2.0,56.0,2019
2019-07-30 00:00:00,3,5.0,4.0,6.0,10.0,4.0,51.0,2019
2019-07-30 00:00:00,4,5.0,4.0,6.0,13.0,5.0,47.0,2019
2019-07-30 00:00:00,5,6.0,4.0,6.0,10.0,5.0,47.0,2019
2019-07-30 00:00:00,6,5.0,4.0,9.0,10.0,6.0,44.0,2019
2019-07-30 00:00:00,7,5.0,4.0,8.0,12.0,5.0,48.0,2019
2019-07-30 00:00:00,8,5.0,4.0,12.0,14.0,2.0,41.0,2019
2019-07-30 00:00:00,9,6.0,4.0,6.0,15.0,5.0,55.0,2019
2019-07-30 00:00:00,10,,4.0,7.0,,,59.0,2019
2019-07-30 00:00:00,11,6.0,,,,,61.0,2019
2019-07-30 00:00:00,12,6.0,4.0,12.0,30.0,22.0,,2019
2019-07-30 00:00:00,13,7.0,4.0,12.0,15.0,5.0,65.0,2019
2019-07-30 00:00:00,14,6.0,4.0,8.0,16.0,4.0,76.0,2019
2019-07-30 00:00:00,15,5.0,4.0,7.0,12.0,6.0,83.0,2019
2019-07-30 00:00:00,16,5.0,4.0,7.0,24.0,9.0,85.0,2019
2019-07-30 00:00:00,17,5.0,4.0,7.0,20.0,7.0,84.0,2019
2019-07-30 00:00:00,18,5.0,4.0,7.0,18.0,7.0,84.0,2019
2019-07-30 00:00:00,19,6.0,4.0,8.0,20.0,8.0,84.0,2019
2019-07-30 00:00:00,20,7.0,4.0,8.0,20.0,8.0,81.0,2019
2019-07-30 00:00:00,21,7.0,4.0,9.0,20.0,8.0,75.0,2019
2019-07-30 00:00:00,22,7.0,4.0,10.0,21.0,10.0,72.0,2019
2019-07-30 00:00:00,23,6.0,4.0,9.0,19.0,9.0,71.0,2019
2019-07-30 00:00:00,24,6.0,4.0,10.0,19.0,9.0,68.0,2019
2019-07-31 00:00:00,1,6.0,4.0,10.0,22.0,12.0,66.0,2019
2019-07-31 00:00:00,2,5.0,4.0,9.0,21.0,11.0,67.0,2019
2019-07-31 00:00:00,3,4.0,4.0,7.0,23.0,11.0,71.0,2019
2019-07-31 00:00:00,4,5.0,4.0,7.0,20.0,9.0,72.0,2019
2019-07-31 00:00:00,5,4.0,4.0,6.0,19.0,9.0,74.0,2019
2019-07-31 00:00:00,6,4.0,4.0,8.0,18.0,7.0,71.0,2019
2019-07-31 00:00:00,7,5.0,4.0,9.0,18.0,10.0,69.0,2019
2019-07-31 00:00:00,8,4.0,4.0,8.0,20.0,11.0,74.0,2019
2019-07-31 00:00:00,9,5.0,4.0,11.0,22.0,8.0,70.0,2019
2019-07-31 00:00:00,10,5.0,4.0,8.0,27.0,11.0,77.0,2019
2019-07-31 00:00:00,11,5.0,4.0,8.0,21.0,8.0,80.0,2019
2019-07-31 00:00:00,12,5.0,4.0,8.0,21.0,11.0,85.0,2019
2019-07-31 00:00:00,13,5.0,4.0,8.0,23.0,9.0,87.0,2019
2019-07-31 00:00:00,14,5.0,4.0,7.0,21.0,9.0,91.0,2019
2019-07-31 00:00:00,15,4.0,4.0,6.0,26.0,7.0,93.0,2019
2019-07-31 00:00:00,16,5.0,4.0,7.0,22.0,7.0,90.0,2019
2019-07-31 00:00:00,17,5.0,4.0,7.0,25.0,10.0,88.0,2019
2019-07-31 00:00:00,18,5.0,4.0,8.0,26.0,10.0,88.0,2019
2019-07-31 00:00:00,19,6.0,4.0,7.0,22.0,10.0,85.0,2019
2019-07-31 00:00:00,20,5.0,4.0,8.0,21.0,9.0,81.0,2019
2019-07-31 00:00:00,21,6.0,4.0,11.0,25.0,7.0,73.0,2019
2019-07-31 00:00:00,22,6.0,4.0,13.0,23.0,9.0,67.0,2019
2019-07-31 00:00:00,23,5.0,4.0,8.0,24.0,12.0,70.0,2019
2019-07-31 00:00:00,24,5.0,4.0,8.0,20.0,11.0,67.0,2019
2019-08-01 00:00:00,1,5.0,4.0,7.0,20.0,10.0,60.0,2019
2019-08-01 00:00:00,2,4.0,4.0,7.0,19.0,8.0,59.0,2019
2019-08-01 00:00:00,3,4.0,4.0,6.0,21.0,7.0,58.0,2019
2019-08-01 00:00:00,4,4.0,4.0,6.0,18.0,6.0,60.0,2019
2019-08-01 00:00:00,5,4.0,4.0,7.0,21.0,10.0,62.0,2019
2019-08-01 00:00:00,6,4.0,4.0,8.0,17.0,11.0,57.0,2019
2019-08-01 00:00:00,7,4.0,4.0,12.0,21.0,10.0,54.0,2019
2019-08-01 00:00:00,8,4.0,4.0,7.0,22.0,8.0,66.0,2019
2019-08-01 00:00:00,9,5.0,4.0,7.0,22.0,5.0,70.0,2019
2019-08-01 00:00:00,10,5.0,4.0,11.0,20.0,9.0,70.0,2019
2019-08-01 00:00:00,11,5.0,4.0,13.0,21.0,10.0,72.0,2019
2019-08-01 00:00:00,12,5.0,4.0,13.0,25.0,9.0,76.0,2019
2019-08-01 00:00:00,13,5.0,4.0,11.0,23.0,10.0,85.0,2019
2019-08-01 00:00:00,14,5.0,4.0,8.0,29.0,7.0,95.0,2019
2019-08-01 00:00:00,15,5.0,4.0,7.0,21.0,9.0,92.0,2019
2019-08-01 00:00:00,16,4.0,4.0,7.0,21.0,10.0,89.0,2019
2019-08-01 00:00:00,17,4.0,4.0,7.0,37.0,8.0,86.0,2019
2019-08-01 00:00:00,18,4.0,4.0,8.0,20.0,8.0,80.0,2019
2019-08-01 00:00:00,19,5.0,4.0,10.0,18.0,9.0,81.0,2019
2019-08-01 00:00:00,20,5.0,4.0,12.0,24.0,10.0,78.0,2019
2019-08-01 00:00:00,21,5.0,4.0,9.0,20.0,10.0,69.0,2019
2019-08-01 00:00:00,22,5.0,4.0,12.0,23.0,11.0,68.0,2019
2019-08-01 00:00:00,23,6.0,4.0,14.0,22.0,9.0,59.0,2019
2019-08-01 00:00:00,24,5.0,4.0,13.0,24.0,8.0,59.0,2019
2019-08-02 00:00:00,1,6.0,4.0,10.0,20.0,10.0,62.0,2019
2019-08-02 00:00:00,2,5.0,4.0,8.0,18.0,6.0,64.0,2019
2019-08-02 00:00:00,3,5.0,4.0,7.0,19.0,10.0,67.0,2019
2019-08-02 00:00:00,4,5.0,4.0,8.0,23.0,9.0,64.0,2019
2019-08-02 00:00:00,5,5.0,4.0,7.0,21.0,8.0,62.0,2019
2019-08-02 00:00:00,6,5.0,4.0,7.0,19.0,9.0,55.0,2019
2019-08-02 00:00:00,7,5.0,4.0,9.0,15.0,7.0,54.0,2019
2019-08-02 00:00:00,8,5.0,4.0,11.0,21.0,8.0,59.0,2019
2019-08-02 00:00:00,9,5.0,4.0,9.0,22.0,9.0,69.0,2019
2019-08-02 00:00:00,10,5.0,4.0,9.0,22.0,11.0,71.0,2019
2019-08-02 00:00:00,11,4.0,4.0,10.0,23.0,8.0,77.0,2019
2019-08-02 00:00:00,12,5.0,4.0,9.0,26.0,8.0,85.0,2019
2019-08-02 00:00:00,13,5.0,4.0,9.0,24.0,9.0,91.0,2019
2019-08-02 00:00:00,14,4.0,4.0,7.0,24.0,7.0,95.0,2019
2019-08-02 00:00:00,15,5.0,4.0,7.0,22.0,8.0,94.0,2019
2019-08-02 00:00:00,16,5.0,4.0,7.0,20.0,10.0,90.0,2019
2019-08-02 00:00:00,17,4.0,4.0,7.0,19.0,8.0,92.0,2019
2019-08-02 00:00:00,18,5.0,4.0,8.0,22.0,8.0,92.0,2019
2019-08-02 00:00:00,19,5.0,4.0,8.0,21.0,8.0,89.0,2019
2019-08-02 00:00:00,20,6.0,4.0,12.0,20.0,10.0,84.0,2019
2019-08-02 00:00:00,21,6.0,4.0,14.0,23.0,11.0,75.0,2019
2019-08-02 00:00:00,22,6.0,4.0,12.0,24.0,10.0,70.0,2019
2019-08-02 00:00:00,23,6.0,4.0,17.0,20.0,10.0,57.0,2019
2019-08-02 00:00:00,24,5.0,4.0,14.0,17.0,8.0,55.0,2019
2019-08-03 00:00:00,1,5.0,4.0,11.0,18.0,10.0,56.0,2019
2019-08-03 00:00:00,2,4.0,4.0,11.0,16.0,9.0,55.0,2019
2019-08-03 00:00:00,3,4.0,4.0,10.0,19.0,8.0,59.0,2019
2019-08-03 00:00:00,4,4.0,4.0,8.0,18.0,11.0,61.0,2019
2019-08-03 00:00:00,5,4.0,4.0,8.0,17.0,9.0,60.0,2019
2019-08-03 00:00:00,6,4.0,4.0,8.0,20.0,10.0,59.0,2019
2019-08-03 00:00:00,7,5.0,4.0,9.0,16.0,9.0,54.0,2019
2019-08-03 00:00:00,8,4.0,4.0,10.0,14.0,8.0,52.0,2019
2019-08-03 00:00:00,9,4.0,4.0,6.0,20.0,15.0,68.0,2019
2019-08-03 00:00:00,10,3.0,4.0,8.0,17.0,9.0,71.0,2019
2019-08-03 00:00:00,11,4.0,4.0,8.0,19.0,10.0,77.0,2019
2019-08-03 00:00:00,12,3.0,4.0,7.0,14.0,10.0,83.0,2019
2019-08-03 00:00:00,13,3.0,4.0,8.0,18.0,8.0,88.0,2019
2019-08-03 00:00:00,14,3.0,4.0,6.0,15.0,7.0,89.0,2019
2019-08-03 00:00:00,15,3.0,4.0,6.0,11.0,7.0,91.0,2019
2019-08-03 00:00:00,16,4.0,4.0,6.0,20.0,6.0,90.0,2019
2019-08-03 00:00:00,17,4.0,4.0,6.0,16.0,8.0,84.0,2019
2019-08-03 00:00:00,18,4.0,4.0,6.0,15.0,6.0,80.0,2019
2019-08-03 00:00:00,19,5.0,4.0,6.0,13.0,5.0,79.0,2019
2019-08-03 00:00:00,20,4.0,4.0,9.0,13.0,6.0,75.0,2019
2019-08-03 00:00:00,21,4.0,4.0,12.0,14.0,5.0,70.0,2019
2019-08-03 00:00:00,22,5.0,4.0,11.0,13.0,8.0,68.0,2019
2019-08-03 00:00:00,23,5.0,4.0,11.0,15.0,6.0,63.0,2019
2019-08-03 00:00:00,24,5.0,4.0,12.0,14.0,4.0,60.0,2019
2019-08-04 00:00:00,1,5.0,4.0,11.0,17.0,11.0,60.0,2019
2019-08-04 00:00:00,2,6.0,4.0,9.0,11.0,8.0,60.0,2019
2019-08-04 00:00:00,3,6.0,4.0,7.0,13.0,7.0,62.0,2019
2019-08-04 00:00:00,4,6.0,4.0,7.0,14.0,8.0,54.0,2019
2019-08-04 00:00:00,5,6.0,4.0,6.0,13.0,9.0,60.0,2019
2019-08-04 00:00:00,6,6.0,4.0,6.0,10.0,7.0,59.0,2019
2019-08-04 00:00:00,7,6.0,4.0,6.0,12.0,8.0,55.0,2019
2019-08-04 00:00:00,8,6.0,4.0,6.0,13.0,7.0,59.0,2019
2019-08-04 00:00:00,9,6.0,4.0,6.0,13.0,7.0,67.0,2019
2019-08-04 00:00:00,10,6.0,4.0,7.0,15.0,5.0,70.0,2019
2019-08-04 00:00:00,11,4.0,4.0,7.0,12.0,5.0,76.0,2019
2019-08-04 00:00:00,12,5.0,4.0,7.0,17.0,9.0,80.0,2019
2019-08-04 00:00:00,13,5.0,4.0,6.0,4.0,6.0,82.0,2019
2019-08-04 00:00:00,14,5.0,4.0,6.0,7.0,3.0,83.0,2019
2019-08-04 00:00:00,15,5.0,4.0,6.0,14.0,8.0,78.0,2019
2019-08-04 00:00:00,16,5.0,4.0,6.0,15.0,6.0,78.0,2019
2019-08-04 00:00:00,17,6.0,4.0,6.0,10.0,5.0,71.0,2019
2019-08-04 00:00:00,18,6.0,4.0,7.0,9.0,6.0,59.0,2019
2019-08-04 00:00:00,19,5.0,4.0,6.0,7.0,5.0,52.0,2019
2019-08-04 00:00:00,20,6.0,4.0,8.0,8.0,3.0,52.0,2019
2019-08-04 00:00:00,21,6.0,4.0,9.0,8.0,4.0,42.0,2019
2019-08-04 00:00:00,22,6.0,4.0,8.0,14.0,4.0,43.0,2019
2019-08-04 00:00:00,23,6.0,4.0,9.0,11.0,4.0,42.0,2019
2019-08-04 00:00:00,24,7.0,4.0,8.0,10.0,3.0,40.0,2019
2019-08-05 00:00:00,1,7.0,4.0,11.0,13.0,6.0,36.0,2019
2019-08-05 00:00:00,2,6.0,4.0,8.0,10.0,7.0,42.0,2019
2019-08-05 00:00:00,3,6.0,4.0,7.0,6.0,6.0,43.0,2019
2019-08-05 00:00:00,4,6.0,4.0,6.0,6.0,4.0,44.0,2019
2019-08-05 00:00:00,5,6.0,4.0,6.0,8.0,4.0,40.0,2019
2019-08-05 00:00:00,6,6.0,4.0,6.0,9.0,4.0,31.0,2019
2019-08-05 00:00:00,7,7.0,4.0,9.0,8.0,5.0,37.0,2019
2019-08-05 00:00:00,8,7.0,4.0,12.0,9.0,5.0,38.0,2019
2019-08-05 00:00:00,9,6.0,4.0,7.0,13.0,6.0,53.0,2019
2019-08-05 00:00:00,10,6.0,4.0,7.0,11.0,5.0,59.0,2019
2019-08-05 00:00:00,11,5.0,4.0,8.0,11.0,4.0,62.0,2019
2019-08-05 00:00:00,12,6.0,4.0,6.0,11.0,10.0,65.0,2019
2019-08-05 00:00:00,13,6.0,4.0,7.0,11.0,6.0,68.0,2019
2019-08-05 00:00:00,14,6.0,4.0,8.0,8.0,6.0,71.0,2019
2019-08-05 00:00:00,15,5.0,4.0,6.0,11.0,6.0,78.0,2019
2019-08-05 00:00:00,16,5.0,4.0,6.0,21.0,12.0,75.0,2019
2019-08-05 00:00:00,17,5.0,4.0,6.0,14.0,8.0,73.0,2019
2019-08-05 00:00:00,18,5.0,4.0,6.0,16.0,5.0,75.0,2019
2019-08-05 00:00:00,19,6.0,4.0,8.0,14.0,4.0,70.0,2019
2019-08-05 00:00:00,20,6.0,4.0,10.0,12.0,10.0,64.0,2019
2019-08-05 00:00:00,21,6.0,4.0,15.0,14.0,6.0,51.0,2019
2019-08-05 00:00:00,22,7.0,4.0,11.0,12.0,4.0,54.0,2019
2019-08-05 00:00:00,23,8.0,4.0,12.0,8.0,6.0,49.0,2019
2019-08-05 00:00:00,24,8.0,4.0,10.0,10.0,7.0,48.0,2019
2019-08-06 00:00:00,1,7.0,4.0,10.0,14.0,7.0,43.0,2019
2019-08-06 00:00:00,2,5.0,4.0,10.0,12.0,6.0,45.0,2019
2019-08-06 00:00:00,3,5.0,4.0,8.0,11.0,5.0,41.0,2019
2019-08-06 00:00:00,4,5.0,4.0,8.0,9.0,5.0,39.0,2019
2019-08-06 00:00:00,5,5.0,4.0,8.0,10.0,6.0,35.0,2019
2019-08-06 00:00:00,6,5.0,4.0,8.0,13.0,7.0,40.0,2019
2019-08-06 00:00:00,7,5.0,4.0,10.0,11.0,5.0,38.0,2019
2019-08-06 00:00:00,8,5.0,4.0,9.0,18.0,7.0,50.0,2019
2019-08-06 00:00:00,9,4.0,4.0,8.0,14.0,6.0,58.0,2019
2019-08-06 00:00:00,10,4.0,4.0,10.0,15.0,5.0,60.0,2019
2019-08-06 00:00:00,11,2.0,4.0,9.0,10.0,6.0,65.0,2019
2019-08-06 00:00:00,12,3.0,4.0,9.0,9.0,4.0,72.0,2019
2019-08-06 00:00:00,13,3.0,4.0,8.0,14.0,8.0,79.0,2019
2019-08-06 00:00:00,14,3.0,4.0,7.0,14.0,7.0,83.0,2019
2019-08-06 00:00:00,15,3.0,4.0,8.0,13.0,5.0,74.0,2019
2019-08-06 00:00:00,16,3.0,4.0,8.0,13.0,4.0,66.0,2019
2019-08-06 00:00:00,17,2.0,4.0,6.0,12.0,3.0,69.0,2019
2019-08-06 00:00:00,18,2.0,4.0,8.0,12.0,5.0,62.0,2019
2019-08-06 00:00:00,19,3.0,4.0,7.0,16.0,7.0,62.0,2019
2019-08-06 00:00:00,20,3.0,4.0,9.0,12.0,7.0,58.0,2019
2019-08-06 00:00:00,21,3.0,4.0,12.0,12.0,4.0,53.0,2019
2019-08-06 00:00:00,22,3.0,4.0,12.0,16.0,6.0,53.0,2019
2019-08-06 00:00:00,23,4.0,4.0,9.0,13.0,8.0,56.0,2019
2019-08-06 00:00:00,24,5.0,4.0,6.0,13.0,7.0,56.0,2019
2019-08-07 00:00:00,1,6.0,4.0,7.0,13.0,4.0,57.0,2019
2019-08-07 00:00:00,2,7.0,4.0,7.0,13.0,3.0,54.0,2019
2019-08-07 00:00:00,3,7.0,4.0,7.0,10.0,5.0,51.0,2019
2019-08-07 00:00:00,4,7.0,4.0,7.0,9.0,7.0,47.0,2019
2019-08-07 00:00:00,5,7.0,4.0,7.0,12.0,6.0,42.0,2019
2019-08-07 00:00:00,6,7.0,4.0,7.0,9.0,4.0,41.0,2019
2019-08-07 00:00:00,7,7.0,4.0,7.0,11.0,6.0,48.0,2019
2019-08-07 00:00:00,8,7.0,4.0,7.0,9.0,7.0,56.0,2019
2019-08-07 00:00:00,9,8.0,4.0,6.0,14.0,9.0,60.0,2019
2019-08-07 00:00:00,10,6.0,4.0,9.0,12.0,8.0,53.0,2019
2019-08-07 00:00:00,11,5.0,4.0,10.0,15.0,5.0,63.0,2019
2019-08-07 00:00:00,12,5.0,4.0,11.0,13.0,6.0,70.0,2019
2019-08-07 00:00:00,13,5.0,4.0,9.0,12.0,7.0,77.0,2019
2019-08-07 00:00:00,14,4.0,4.0,8.0,18.0,7.0,73.0,2019
2019-08-07 00:00:00,15,4.0,4.0,7.0,15.0,7.0,76.0,2019
2019-08-07 00:00:00,16,5.0,4.0,7.0,13.0,8.0,74.0,2019
2019-08-07 00:00:00,17,5.0,4.0,8.0,13.0,7.0,77.0,2019
2019-08-07 00:00:00,18,5.0,4.0,8.0,11.0,6.0,73.0,2019
2019-08-07 00:00:00,19,5.0,4.0,10.0,12.0,5.0,68.0,2019
2019-08-07 00:00:00,20,5.0,4.0,12.0,14.0,5.0,56.0,2019
2019-08-07 00:00:00,21,6.0,4.0,15.0,15.0,4.0,45.0,2019
2019-08-07 00:00:00,22,7.0,4.0,18.0,13.0,4.0,38.0,2019
2019-08-07 00:00:00,23,7.0,4.0,20.0,9.0,5.0,32.0,2019
2019-08-07 00:00:00,24,7.0,4.0,14.0,10.0,6.0,31.0,2019
2019-08-08 00:00:00,1,5.0,4.0,20.0,13.0,11.0,26.0,2019
2019-08-08 00:00:00,2,3.0,4.0,19.0,11.0,6.0,26.0,2019
2019-08-08 00:00:00,3,4.0,4.0,14.0,9.0,4.0,26.0,2019
2019-08-08 00:00:00,4,3.0,4.0,10.0,10.0,10.0,31.0,2019
2019-08-08 00:00:00,5,3.0,4.0,9.0,9.0,7.0,35.0,2019
2019-08-08 00:00:00,6,3.0,4.0,9.0,12.0,3.0,36.0,2019
2019-08-08 00:00:00,7,2.0,4.0,9.0,12.0,4.0,35.0,2019
2019-08-08 00:00:00,8,3.0,4.0,14.0,10.0,6.0,33.0,2019
2019-08-08 00:00:00,9,3.0,4.0,10.0,18.0,8.0,45.0,2019
2019-08-08 00:00:00,10,4.0,4.0,11.0,,,49.0,2019
2019-08-08 00:00:00,11,3.0,5.0,11.0,15.0,2.0,54.0,2019
2019-08-08 00:00:00,12,3.0,8.0,18.0,20.0,2.0,44.0,2019
2019-08-08 00:00:00,13,2.0,5.0,14.0,17.0,3.0,54.0,2019
2019-08-08 00:00:00,14,2.0,4.0,11.0,20.0,9.0,61.0,2019
2019-08-08 00:00:00,15,2.0,4.0,8.0,10.0,9.0,64.0,2019
2019-08-08 00:00:00,16,2.0,4.0,10.0,14.0,6.0,63.0,2019
2019-08-08 00:00:00,17,3.0,6.0,15.0,14.0,7.0,52.0,2019
2019-08-08 00:00:00,18,3.0,7.0,20.0,15.0,7.0,43.0,2019
2019-08-08 00:00:00,19,3.0,6.0,25.0,13.0,6.0,38.0,2019
2019-08-08 00:00:00,20,3.0,4.0,28.0,13.0,6.0,33.0,2019
2019-08-08 00:00:00,21,4.0,4.0,23.0,12.0,5.0,37.0,2019
2019-08-08 00:00:00,22,4.0,4.0,31.0,8.0,8.0,28.0,2019
2019-08-08 00:00:00,23,3.0,4.0,24.0,14.0,6.0,32.0,2019
2019-08-08 00:00:00,24,3.0,4.0,16.0,10.0,5.0,37.0,2019
2019-08-09 00:00:00,1,3.0,4.0,17.0,12.0,11.0,34.0,2019
2019-08-09 00:00:00,2,3.0,4.0,15.0,13.0,8.0,35.0,2019
2019-08-09 00:00:00,3,4.0,4.0,13.0,9.0,5.0,36.0,2019
2019-08-09 00:00:00,4,4.0,4.0,12.0,10.0,5.0,32.0,2019
2019-08-09 00:00:00,5,3.0,4.0,12.0,10.0,5.0,31.0,2019
2019-08-09 00:00:00,6,4.0,4.0,12.0,11.0,7.0,27.0,2019
2019-08-09 00:00:00,7,3.0,4.0,12.0,10.0,9.0,28.0,2019
2019-08-09 00:00:00,8,3.0,5.0,14.0,12.0,7.0,32.0,2019
2019-08-09 00:00:00,9,4.0,12.0,25.0,12.0,5.0,32.0,2019
2019-08-09 00:00:00,10,4.0,6.0,16.0,21.0,6.0,43.0,2019
2019-08-09 00:00:00,11,3.0,5.0,12.0,14.0,8.0,50.0,2019
2019-08-09 00:00:00,12,3.0,5.0,13.0,10.0,7.0,51.0,2019
2019-08-09 00:00:00,13,3.0,4.0,12.0,14.0,6.0,56.0,2019
2019-08-09 00:00:00,14,3.0,4.0,13.0,12.0,7.0,57.0,2019
2019-08-09 00:00:00,15,3.0,4.0,10.0,13.0,4.0,60.0,2019
2019-08-09 00:00:00,16,3.0,4.0,9.0,10.0,2.0,65.0,2019
2019-08-09 00:00:00,17,3.0,4.0,6.0,9.0,3.0,61.0,2019
2019-08-09 00:00:00,18,3.0,4.0,8.0,7.0,4.0,60.0,2019
2019-08-09 00:00:00,19,3.0,4.0,8.0,10.0,5.0,51.0,2019
2019-08-09 00:00:00,20,4.0,4.0,9.0,12.0,4.0,45.0,2019
2019-08-09 00:00:00,21,4.0,4.0,18.0,9.0,4.0,34.0,2019
2019-08-09 00:00:00,22,4.0,4.0,28.0,8.0,6.0,21.0,2019
2019-08-09 00:00:00,23,4.0,4.0,24.0,9.0,5.0,24.0,2019
2019-08-09 00:00:00,24,3.0,4.0,23.0,8.0,3.0,22.0,2019
2019-08-10 00:00:00,1,3.0,4.0,26.0,8.0,4.0,18.0,2019
2019-08-10 00:00:00,2,2.0,4.0,19.0,10.0,2.0,23.0,2019
2019-08-10 00:00:00,3,2.0,4.0,23.0,9.0,0.0,19.0,2019
2019-08-10 00:00:00,4,2.0,4.0,19.0,7.0,3.0,21.0,2019
2019-08-10 00:00:00,5,2.0,4.0,17.0,10.0,3.0,23.0,2019
2019-08-10 00:00:00,6,2.0,4.0,14.0,12.0,5.0,23.0,2019
2019-08-10 00:00:00,7,2.0,4.0,10.0,8.0,5.0,31.0,2019
2019-08-10 00:00:00,8,2.0,4.0,9.0,7.0,6.0,34.0,2019
2019-08-10 00:00:00,9,2.0,5.0,11.0,10.0,5.0,33.0,2019
2019-08-10 00:00:00,10,2.0,5.0,10.0,10.0,4.0,38.0,2019
2019-08-10 00:00:00,11,2.0,4.0,9.0,13.0,5.0,49.0,2019
2019-08-10 00:00:00,12,2.0,5.0,11.0,9.0,4.0,48.0,2019
2019-08-10 00:00:00,13,2.0,4.0,9.0,11.0,2.0,59.0,2019
2019-08-10 00:00:00,14,2.0,4.0,7.0,8.0,5.0,60.0,2019
2019-08-10 00:00:00,15,2.0,4.0,7.0,9.0,6.0,66.0,2019
2019-08-10 00:00:00,16,2.0,4.0,6.0,10.0,7.0,57.0,2019
2019-08-10 00:00:00,17,2.0,4.0,6.0,8.0,5.0,58.0,2019
2019-08-10 00:00:00,18,2.0,4.0,6.0,13.0,7.0,54.0,2019
2019-08-10 00:00:00,19,2.0,4.0,9.0,9.0,6.0,44.0,2019
2019-08-10 00:00:00,20,2.0,4.0,17.0,9.0,4.0,29.0,2019
2019-08-10 00:00:00,21,2.0,4.0,14.0,9.0,4.0,31.0,2019
2019-08-10 00:00:00,22,2.0,4.0,16.0,11.0,3.0,25.0,2019
2019-08-10 00:00:00,23,2.0,4.0,16.0,10.0,3.0,22.0,2019
2019-08-10 00:00:00,24,2.0,4.0,16.0,9.0,5.0,23.0,2019
2019-08-11 00:00:00,1,2.0,4.0,15.0,11.0,6.0,22.0,2019
2019-08-11 00:00:00,2,2.0,4.0,14.0,9.0,5.0,22.0,2019
2019-08-11 00:00:00,3,2.0,4.0,16.0,7.0,6.0,22.0,2019
2019-08-11 00:00:00,4,3.0,4.0,12.0,10.0,7.0,24.0,2019
2019-08-11 00:00:00,5,3.0,4.0,12.0,9.0,7.0,21.0,2019
2019-08-11 00:00:00,6,2.0,4.0,9.0,12.0,5.0,26.0,2019
2019-08-11 00:00:00,7,3.0,4.0,10.0,10.0,3.0,24.0,2019
2019-08-11 00:00:00,8,2.0,4.0,9.0,9.0,5.0,24.0,2019
2019-08-11 00:00:00,9,2.0,4.0,6.0,16.0,3.0,37.0,2019
2019-08-11 00:00:00,10,3.0,4.0,7.0,9.0,5.0,41.0,2019
2019-08-11 00:00:00,11,3.0,4.0,7.0,13.0,7.0,49.0,2019
2019-08-11 00:00:00,12,4.0,4.0,8.0,11.0,3.0,55.0,2019
2019-08-11 00:00:00,13,4.0,4.0,6.0,6.0,5.0,61.0,2019
2019-08-11 00:00:00,14,3.0,4.0,6.0,11.0,5.0,68.0,2019
2019-08-11 00:00:00,15,3.0,4.0,6.0,11.0,3.0,70.0,2019
2019-08-11 00:00:00,16,3.0,4.0,6.0,13.0,3.0,73.0,2019
2019-08-11 00:00:00,17,3.0,4.0,6.0,13.0,4.0,74.0,2019
2019-08-11 00:00:00,18,3.0,4.0,6.0,19.0,6.0,76.0,2019
2019-08-11 00:00:00,19,3.0,4.0,9.0,22.0,9.0,74.0,2019
2019-08-11 00:00:00,20,4.0,4.0,11.0,24.0,9.0,67.0,2019
2019-08-11 00:00:00,21,4.0,4.0,15.0,20.0,7.0,59.0,2019
2019-08-11 00:00:00,22,3.0,4.0,11.0,22.0,11.0,61.0,2019
2019-08-11 00:00:00,23,3.0,4.0,11.0,23.0,8.0,60.0,2019
2019-08-11 00:00:00,24,3.0,4.0,12.0,23.0,6.0,58.0,2019
2019-08-12 00:00:00,1,4.0,4.0,9.0,19.0,11.0,61.0,2019
2019-08-12 00:00:00,2,3.0,4.0,9.0,19.0,8.0,59.0,2019
2019-08-12 00:00:00,3,4.0,4.0,8.0,19.0,6.0,50.0,2019
2019-08-12 00:00:00,4,4.0,4.0,7.0,21.0,6.0,55.0,2019
