Fecha,Hora,SO2,NO,NO2,PM10,"PM2,5",O3,Año
2004-01-01 00:00:00,1,12.2,4.5,4.3,,,,2004
2004-01-01 00:00:00,2,9.9,3.6,7.2,,,,2004
2004-01-01 00:00:00,3,9.3,4.4,6.3,,,,2004
2004-01-01 00:00:00,4,8.6,5.2,3.0,,,,2004
2004-01-01 00:00:00,5,8.4,4.7,4.5,,,,2004
2004-01-01 00:00:00,6,7.8,4.4,4.8,,,,2004
2004-01-01 00:00:00,7,7.9,4.6,4.4,,,,2004
2004-01-01 00:00:00,8,7.0,4.5,5.2,,,,2004
2004-01-01 00:00:00,9,8.4,4.8,5.6,,,,2004
2004-01-01 00:00:00,10,9.4,3.7,6.9,,,,2004
2004-01-01 00:00:00,11,10.6,5.6,3.2,,,,2004
2004-01-01 00:00:00,12,11.4,4.5,6.9,,,,2004
2004-01-01 00:00:00,13,12.9,4.6,6.2,,,,2004
2004-01-01 00:00:00,14,14.0,4.3,6.6,,,,2004
2004-01-01 00:00:00,15,14.6,4.5,4.0,,,,2004
2004-01-01 00:00:00,16,14.7,5.1,6.4,,,,2004
2004-01-01 00:00:00,17,14.4,4.3,5.1,,,,2004
2004-01-01 00:00:00,18,15.2,4.3,5.2,,,,2004
2004-01-01 00:00:00,19,17.0,4.0,9.0,,,,2004
2004-01-01 00:00:00,20,,4.5,10.5,,,,2004
2004-01-01 00:00:00,21,15.3,4.6,7.3,,,,2004
2004-01-01 00:00:00,22,14.8,5.4,4.7,,,,2004
2004-01-01 00:00:00,23,15.7,4.8,6.6,,,,2004
2004-01-01 00:00:00,24,14.2,4.6,5.5,,,,2004
2004-01-02 00:00:00,1,12.4,4.6,4.6,,,,2004
2004-01-02 00:00:00,2,12.1,5.1,5.3,,,,2004
2004-01-02 00:00:00,3,10.8,4.3,5.2,,,,2004
2004-01-02 00:00:00,4,11.3,4.1,5.2,,,,2004
2004-01-02 00:00:00,5,11.4,4.2,5.9,,,,2004
2004-01-02 00:00:00,6,11.3,4.7,4.8,,,,2004
2004-01-02 00:00:00,7,12.2,4.7,5.2,,,,2004
2004-01-02 00:00:00,8,10.8,5.0,4.8,,,,2004
2004-01-02 00:00:00,9,13.5,5.3,7.6,,,,2004
2004-01-02 00:00:00,10,14.9,4.2,6.1,,,,2004
2004-01-02 00:00:00,12,6.8,3.1,9.9,,,,2004
2004-01-02 00:00:00,13,,4.7,8.8,,,,2004
2004-01-02 00:00:00,14,,4.3,8.8,,,,2004
2004-01-02 00:00:00,15,,4.5,12.1,,,,2004
2004-01-02 00:00:00,16,10.8,4.3,9.3,,,,2004
2004-01-02 00:00:00,17,13.4,4.5,8.0,,,,2004
2004-01-02 00:00:00,18,12.2,4.0,9.3,,,,2004
2004-01-02 00:00:00,19,10.5,4.2,10.1,,,,2004
2004-01-02 00:00:00,20,11.3,4.5,11.4,,,,2004
2004-01-02 00:00:00,21,10.8,4.2,11.3,,,,2004
2004-01-02 00:00:00,22,13.1,4.6,9.1,,,,2004
2004-01-02 00:00:00,23,11.4,4.2,7.5,,,,2004
2004-01-02 00:00:00,24,10.3,4.3,7.2,,,,2004
2004-01-03 00:00:00,1,8.7,4.4,5.0,,,,2004
2004-01-03 00:00:00,2,8.6,4.0,7.5,,,,2004
2004-01-03 00:00:00,3,7.3,3.8,8.2,,,,2004
2004-01-03 00:00:00,4,7.1,4.4,5.9,,,,2004
2004-01-03 00:00:00,5,6.9,3.5,7.0,,,,2004
2004-01-03 00:00:00,6,6.8,4.0,5.7,,,,2004
2004-01-03 00:00:00,7,6.8,4.6,4.6,,,,2004
2004-01-03 00:00:00,8,7.2,4.1,6.7,,,,2004
2004-01-03 00:00:00,9,7.8,4.6,5.9,,,,2004
2004-01-03 00:00:00,10,7.9,5.0,4.7,,,,2004
2004-01-03 00:00:00,11,8.4,4.7,6.4,,,,2004
2004-01-03 00:00:00,12,10.1,3.7,7.9,,,,2004
2004-01-03 00:00:00,13,11.1,5.6,4.6,,,,2004
2004-01-03 00:00:00,14,11.9,5.7,3.8,,,,2004
2004-01-03 00:00:00,15,12.1,4.2,6.8,,,,2004
2004-01-03 00:00:00,16,10.3,4.9,5.3,,,,2004
2004-01-03 00:00:00,17,10.1,4.7,8.4,,,,2004
2004-01-03 00:00:00,18,9.2,4.3,6.4,,,,2004
2004-01-03 00:00:00,19,11.9,4.3,5.7,,,,2004
2004-01-03 00:00:00,20,12.4,4.3,6.3,,,,2004
2004-01-03 00:00:00,21,12.0,5.3,3.4,,,,2004
2004-01-03 00:00:00,22,12.2,4.3,6.1,,,,2004
2004-01-03 00:00:00,23,12.1,4.5,5.6,,,,2004
2004-01-03 00:00:00,24,10.5,4.2,5.1,,,,2004
2004-01-04 00:00:00,1,9.7,4.1,5.9,,,,2004
2004-01-04 00:00:00,2,8.6,5.2,4.3,,,,2004
2004-01-04 00:00:00,3,7.4,3.8,4.6,,,,2004
2004-01-04 00:00:00,4,6.4,4.7,5.7,,,,2004
2004-01-04 00:00:00,5,6.3,4.3,5.6,,,,2004
2004-01-04 00:00:00,6,6.4,5.9,3.0,,,,2004
2004-01-04 00:00:00,7,6.4,4.5,4.7,,,,2004
2004-01-04 00:00:00,8,6.7,4.8,4.3,,,,2004
2004-01-04 00:00:00,9,6.2,5.4,3.4,,,,2004
2004-01-04 00:00:00,10,7.8,4.6,4.2,,,,2004
2004-01-04 00:00:00,11,9.4,4.3,5.5,,,,2004
2004-01-04 00:00:00,12,10.7,4.5,4.8,,,,2004
2004-01-04 00:00:00,13,11.8,4.6,4.7,,,,2004
2004-01-04 00:00:00,14,10.1,5.9,2.4,,,,2004
2004-01-04 00:00:00,15,8.8,3.9,8.2,,,,2004
2004-01-04 00:00:00,16,7.2,3.9,6.9,,,,2004
2004-01-04 00:00:00,17,7.2,4.6,6.0,,,,2004
2004-01-04 00:00:00,18,6.7,4.1,7.2,,,,2004
2004-01-04 00:00:00,19,7.1,4.5,6.1,,,,2004
2004-01-04 00:00:00,20,7.9,4.3,5.7,,,,2004
2004-01-04 00:00:00,21,8.8,4.7,5.3,,,,2004
2004-01-04 00:00:00,22,9.7,4.5,6.3,,,,2004
2004-01-04 00:00:00,23,10.1,4.8,4.7,,,,2004
2004-01-04 00:00:00,24,8.8,4.7,5.2,,,,2004
2004-01-05 00:00:00,1,7.3,4.5,5.0,,,,2004
2004-01-05 00:00:00,2,6.0,4.4,4.8,,,,2004
2004-01-05 00:00:00,3,5.0,4.6,4.3,,,,2004
2004-01-05 00:00:00,4,3.7,4.7,4.1,,,,2004
2004-01-05 00:00:00,5,3.6,4.7,4.3,,,,2004
2004-01-05 00:00:00,6,3.4,4.6,4.4,,,,2004
2004-01-05 00:00:00,7,4.5,4.5,5.5,,,,2004
2004-01-05 00:00:00,8,5.2,4.6,6.8,,,,2004
2004-01-05 00:00:00,9,5.7,4.6,6.8,,,,2004
2004-01-05 00:00:00,10,5.7,4.4,9.1,,,,2004
2004-01-05 00:00:00,11,7.9,4.8,10.8,,,,2004
2004-01-05 00:00:00,12,8.4,5.1,10.7,,,,2004
2004-01-05 00:00:00,13,8.8,4.7,8.5,,,,2004
2004-01-05 00:00:00,14,9.4,4.7,9.9,,,,2004
2004-01-05 00:00:00,15,11.1,4.5,8.0,,,,2004
2004-01-05 00:00:00,16,8.4,4.2,8.8,,,,2004
2004-01-05 00:00:00,17,7.4,4.1,6.0,,,,2004
2004-01-05 00:00:00,18,7.9,4.2,6.3,,,,2004
2004-01-05 00:00:00,19,8.6,3.9,8.2,,,,2004
2004-01-05 00:00:00,20,8.6,4.3,9.2,,,,2004
2004-01-05 00:00:00,21,8.3,4.1,6.6,,,,2004
2004-01-05 00:00:00,22,8.7,4.2,5.4,,,,2004
2004-01-05 00:00:00,23,8.4,4.2,5.1,,,,2004
2004-01-05 00:00:00,24,9.0,4.4,4.9,,,,2004
2004-01-06 00:00:00,1,8.9,4.1,5.3,,,,2004
2004-01-06 00:00:00,2,6.4,4.1,4.3,,,,2004
2004-01-06 00:00:00,3,5.9,4.2,4.3,,,,2004
2004-01-06 00:00:00,4,5.6,4.3,4.6,,,,2004
2004-01-06 00:00:00,5,4.7,4.7,4.8,,,,2004
2004-01-06 00:00:00,6,4.1,3.9,5.9,,,,2004
2004-01-06 00:00:00,7,5.3,4.3,5.4,,,,2004
2004-01-06 00:00:00,8,5.6,3.9,5.7,,,,2004
2004-01-06 00:00:00,9,5.3,4.6,5.2,,,,2004
2004-01-06 00:00:00,10,5.1,4.6,4.3,,,,2004
2004-01-06 00:00:00,11,6.9,5.2,3.8,,,,2004
2004-01-06 00:00:00,12,6.6,6.6,9.9,,,,2004
2004-01-06 00:00:00,13,6.8,5.2,9.0,,,,2004
2004-01-06 00:00:00,14,7.8,4.9,6.1,,,,2004
2004-01-06 00:00:00,15,7.1,3.9,4.6,,,,2004
2004-01-06 00:00:00,16,6.7,4.0,4.4,,,,2004
2004-01-06 00:00:00,17,4.8,4.2,6.2,,,,2004
2004-01-06 00:00:00,18,4.7,5.3,17.8,,,,2004
2004-01-06 00:00:00,19,6.3,5.1,8.9,,,,2004
2004-01-06 00:00:00,20,8.3,3.7,7.9,,,,2004
2004-01-06 00:00:00,21,8.5,4.4,5.9,,,,2004
2004-01-06 00:00:00,22,7.4,4.2,8.4,,,,2004
2004-01-06 00:00:00,23,7.3,4.3,8.4,,,,2004
2004-01-06 00:00:00,24,6.3,4.1,9.6,,,,2004
2004-01-07 00:00:00,1,4.3,4.3,6.4,,,,2004
2004-01-07 00:00:00,2,3.8,4.7,6.4,,,,2004
2004-01-07 00:00:00,3,3.2,4.0,6.2,,,,2004
2004-01-07 00:00:00,4,3.3,4.2,5.6,,,,2004
2004-01-07 00:00:00,5,2.4,4.6,5.1,,,,2004
2004-01-07 00:00:00,6,2.7,4.5,5.0,,,,2004
2004-01-07 00:00:00,7,3.4,4.7,5.3,,,,2004
2004-01-07 00:00:00,8,4.3,5.3,6.9,,,,2004
2004-01-07 00:00:00,9,5.2,5.0,8.7,,,,2004
2004-01-07 00:00:00,10,4.7,4.7,7.8,,,,2004
2004-01-07 00:00:00,11,7.2,4.6,10.2,,,,2004
2004-01-07 00:00:00,12,7.8,5.1,8.5,,,,2004
2004-01-07 00:00:00,13,9.8,4.8,9.4,,,,2004
2004-01-07 00:00:00,14,10.8,4.8,7.8,,,,2004
2004-01-07 00:00:00,15,9.2,4.8,9.9,,,,2004
2004-01-07 00:00:00,16,6.8,5.1,13.6,,,,2004
2004-01-07 00:00:00,17,8.1,4.9,17.0,,,,2004
2004-01-07 00:00:00,18,8.7,4.9,15.8,,,,2004
2004-01-07 00:00:00,19,9.1,4.0,7.2,,,,2004
2004-01-07 00:00:00,20,9.1,4.5,15.8,,,,2004
2004-01-07 00:00:00,21,9.8,4.3,10.5,,,,2004
2004-01-07 00:00:00,22,9.7,4.4,8.9,,,,2004
2004-01-07 00:00:00,23,12.2,4.5,7.1,,,,2004
2004-01-07 00:00:00,24,9.1,4.3,7.5,,,,2004
2004-01-08 00:00:00,1,7.2,4.3,6.3,,,,2004
2004-01-08 00:00:00,2,5.8,4.0,8.8,,,,2004
2004-01-08 00:00:00,3,5.1,4.6,8.1,,,,2004
2004-01-08 00:00:00,4,4.5,4.2,7.7,,,,2004
2004-01-08 00:00:00,5,3.6,4.8,5.8,,,,2004
2004-01-08 00:00:00,6,3.2,3.9,9.0,,,,2004
2004-01-08 00:00:00,7,4.6,5.2,3.7,,,,2004
2004-01-08 00:00:00,8,5.3,4.5,6.4,,,,2004
2004-01-08 00:00:00,9,5.7,4.2,5.6,,,,2004
2004-01-08 00:00:00,10,5.8,4.3,6.1,,,,2004
2004-01-08 00:00:00,11,7.6,4.3,5.2,,,,2004
2004-01-08 00:00:00,12,8.8,4.5,5.3,,,,2004
2004-01-08 00:00:00,13,8.7,4.6,6.1,,,,2004
2004-01-08 00:00:00,14,9.8,4.8,5.2,,,,2004
2004-01-08 00:00:00,15,7.8,4.5,6.3,,,,2004
2004-01-08 00:00:00,16,8.1,5.1,5.3,,,,2004
2004-01-08 00:00:00,17,8.3,4.9,4.1,,,,2004
2004-01-08 00:00:00,18,6.9,4.2,5.3,,,,2004
2004-01-08 00:00:00,19,6.1,4.0,10.6,,,,2004
2004-01-08 00:00:00,20,8.9,4.0,12.4,,,,2004
2004-01-08 00:00:00,21,9.8,4.2,13.4,,,,2004
2004-01-08 00:00:00,22,8.4,4.0,12.2,,,,2004
2004-01-08 00:00:00,23,6.7,4.2,9.4,,,,2004
2004-01-08 00:00:00,24,6.3,4.3,6.1,,,,2004
2004-01-09 00:00:00,1,5.6,4.8,4.3,,,,2004
2004-01-09 00:00:00,2,3.6,5.0,4.8,,,,2004
2004-01-09 00:00:00,3,3.8,5.0,4.2,,,,2004
2004-01-09 00:00:00,4,3.9,4.6,5.3,,,,2004
2004-01-09 00:00:00,5,2.4,4.7,4.8,,,,2004
2004-01-09 00:00:00,6,2.7,4.6,5.2,,,,2004
2004-01-09 00:00:00,7,3.5,4.3,4.7,,,,2004
2004-01-09 00:00:00,8,5.3,4.8,6.0,,,,2004
2004-01-09 00:00:00,9,5.4,4.9,9.9,,,,2004
2004-01-09 00:00:00,10,5.2,5.9,16.6,,,,2004
2004-01-09 00:00:00,11,6.8,5.0,9.4,,,,2004
2004-01-09 00:00:00,12,6.6,5.1,12.4,,,,2004
2004-01-09 00:00:00,13,7.0,4.9,7.3,,,,2004
2004-01-09 00:00:00,14,7.5,5.2,9.2,,,,2004
2004-01-09 00:00:00,15,7.1,4.6,5.5,,,,2004
2004-01-09 00:00:00,16,6.3,4.5,6.0,,,,2004
2004-01-09 00:00:00,17,5.3,4.7,9.9,,,,2004
2004-01-09 00:00:00,18,4.6,4.4,11.5,,,,2004
2004-01-09 00:00:00,19,6.1,4.3,13.9,,,,2004
2004-01-09 00:00:00,20,7.4,4.1,14.9,,,,2004
2004-01-09 00:00:00,21,7.5,3.9,18.5,,,,2004
2004-01-09 00:00:00,22,7.6,4.2,20.3,,,,2004
2004-01-09 00:00:00,23,6.1,4.3,13.4,,,,2004
2004-01-09 00:00:00,24,4.7,4.2,11.0,,,,2004
2004-01-10 00:00:00,1,3.7,4.1,9.7,,,,2004
2004-01-10 00:00:00,2,3.6,4.1,6.4,,,,2004
2004-01-10 00:00:00,3,4.0,4.1,5.9,,,,2004
2004-01-10 00:00:00,4,3.1,4.7,4.8,,,,2004
2004-01-10 00:00:00,5,1.8,4.9,4.7,,,,2004
2004-01-10 00:00:00,6,2.2,5.2,4.3,,,,2004
2004-01-10 00:00:00,7,3.1,5.0,5.0,,,,2004
2004-01-10 00:00:00,8,3.3,4.9,7.4,,,,2004
2004-01-10 00:00:00,9,2.8,4.7,5.9,,,,2004
2004-01-10 00:00:00,10,3.5,5.3,6.9,,,,2004
2004-01-10 00:00:00,11,4.3,5.4,5.4,,,,2004
2004-01-10 00:00:00,12,5.3,6.0,10.1,,,,2004
2004-01-10 00:00:00,13,6.9,5.8,10.8,,,,2004
2004-01-10 00:00:00,14,6.5,5.2,7.2,,,,2004
2004-01-10 00:00:00,15,6.3,4.8,5.9,,,,2004
2004-01-12 00:00:00,10,9.8,,,,,,2004
2004-01-12 00:00:00,11,5.8,7.0,9.9,,,,2004
2004-01-12 00:00:00,12,4.7,6.6,9.3,,,,2004
2004-01-12 00:00:00,13,4.7,3.6,14.6,,,,2004
2004-01-12 00:00:00,14,5.6,7.0,9.4,,,,2004
2004-01-12 00:00:00,15,4.3,7.7,14.7,,,,2004
2004-01-12 00:00:00,16,3.3,5.6,8.5,,,,2004
2004-01-12 00:00:00,17,2.4,4.9,8.5,,,,2004
2004-01-12 00:00:00,18,3.0,5.2,9.2,,,,2004
2004-01-12 00:00:00,19,3.8,4.5,8.4,,,,2004
2004-01-12 00:00:00,20,4.6,4.6,7.4,,,,2004
2004-01-12 00:00:00,21,5.8,4.6,9.4,,,,2004
2004-01-12 00:00:00,22,5.8,6.1,9.6,,,,2004
2004-01-12 00:00:00,23,4.0,4.1,11.3,,,,2004
2004-01-12 00:00:00,24,2.3,4.8,9.3,,,,2004
2004-01-13 00:00:00,1,1.4,4.7,6.2,,,,2004
2004-01-13 00:00:00,2,1.5,5.1,6.2,,,,2004
2004-01-13 00:00:00,3,0.5,4.9,5.8,,,,2004
2004-01-13 00:00:00,4,0.4,4.9,5.5,,,,2004
2004-01-13 00:00:00,5,0.0,4.9,5.5,,,,2004
2004-01-13 00:00:00,6,0.7,4.6,6.9,,,,2004
2004-01-13 00:00:00,7,0.9,4.2,7.7,,,,2004
2004-01-13 00:00:00,8,2.2,5.7,9.7,,,,2004
2004-01-13 00:00:00,9,3.2,5.7,8.3,,,,2004
2004-01-13 00:00:00,10,2.6,7.9,9.5,,,,2004
2004-01-13 00:00:00,11,3.3,7.2,3.9,,,,2004
2004-01-13 00:00:00,12,4.3,7.2,3.9,,,,2004
2004-01-13 00:00:00,13,5.3,7.2,3.8,,,,2004
2004-01-13 00:00:00,14,6.8,7.2,3.9,,,,2004
2004-01-13 00:00:00,15,6.2,7.1,4.0,,,,2004
2004-01-13 00:00:00,16,5.7,7.1,4.0,,,,2004
2004-01-13 00:00:00,17,4.3,7.2,4.0,,,,2004
2004-01-13 00:00:00,18,4.5,7.2,4.0,,,,2004
2004-01-13 00:00:00,19,5.6,7.4,4.0,,,,2004
2004-01-13 00:00:00,20,7.1,7.3,4.0,,,,2004
2004-01-13 00:00:00,21,6.6,7.3,4.0,,,,2004
2004-01-13 00:00:00,22,6.4,7.2,3.8,,,,2004
2004-01-13 00:00:00,23,4.3,5.6,7.1,,,,2004
2004-01-13 00:00:00,24,2.9,4.2,8.1,,,,2004
2004-01-14 00:00:00,1,2.0,4.1,6.5,,,,2004
2004-01-14 00:00:00,2,0.7,4.3,5.5,,,,2004
2004-01-14 00:00:00,3,0.5,3.9,7.3,,,,2004
2004-01-14 00:00:00,4,0.9,4.5,5.3,,,,2004
2004-01-14 00:00:00,5,0.2,4.7,4.8,,,,2004
2004-01-14 00:00:00,6,0.5,4.3,6.2,,,,2004
2004-01-14 00:00:00,7,0.5,4.0,7.3,,,,2004
2004-01-14 00:00:00,8,2.1,5.8,9.4,,,,2004
2004-01-14 00:00:00,9,3.2,6.9,14.2,,,,2004
2004-01-14 00:00:00,10,3.3,6.4,14.8,,,,2004
2004-01-14 00:00:00,11,4.4,4.9,6.1,,,,2004
2004-01-14 00:00:00,12,5.6,5.3,9.9,,,,2004
2004-01-14 00:00:00,13,7.1,5.8,9.0,,,,2004
2004-01-14 00:00:00,14,8.2,5.1,9.6,,,,2004
2004-01-14 00:00:00,15,7.1,6.0,8.1,,,,2004
2004-01-14 00:00:00,16,5.6,5.6,7.4,,,,2004
2004-01-14 00:00:00,17,3.7,4.8,8.9,,,,2004
2004-01-14 00:00:00,18,5.2,3.9,10.4,,,,2004
2004-01-14 00:00:00,19,6.0,5.8,9.9,,,,2004
2004-01-14 00:00:00,20,8.1,3.7,14.6,,,,2004
2004-01-14 00:00:00,21,7.8,4.3,9.2,,,,2004
2004-01-14 00:00:00,22,7.2,4.6,9.9,,,,2004
2004-01-14 00:00:00,23,5.2,4.8,8.1,,,,2004
2004-01-14 00:00:00,24,3.3,4.7,5.5,,,,2004
2004-01-15 00:00:00,1,2.9,4.7,6.7,,,,2004
2004-01-15 00:00:00,2,1.8,4.3,5.8,,,,2004
2004-01-15 00:00:00,3,1.8,4.7,5.1,,,,2004
2004-01-15 00:00:00,4,1.1,4.4,6.2,,,,2004
2004-01-15 00:00:00,5,0.5,5.2,3.9,,,,2004
2004-01-15 00:00:00,6,0.3,5.9,1.5,,,,2004
2004-01-15 00:00:00,7,1.5,4.2,8.1,,,,2004
2004-01-15 00:00:00,8,2.7,4.3,8.2,,,,2004
2004-01-15 00:00:00,9,3.8,5.8,8.5,,,,2004
2004-01-15 00:00:00,10,2.9,5.1,8.4,,,,2004
2004-01-15 00:00:00,11,3.5,4.8,6.6,,,,2004
2004-01-15 00:00:00,12,3.8,4.6,6.2,,,,2004
2004-01-15 00:00:00,13,5.0,4.5,6.2,,,,2004
2004-01-15 00:00:00,14,6.5,4.6,5.3,,,,2004
2004-01-15 00:00:00,15,5.9,4.4,7.6,,,,2004
2004-01-15 00:00:00,16,6.1,4.7,6.8,,,,2004
2004-01-15 00:00:00,17,4.2,4.4,5.2,,,,2004
2004-01-15 00:00:00,18,3.0,4.5,5.6,,,,2004
2004-01-15 00:00:00,19,3.5,4.5,5.3,,,,2004
2004-01-15 00:00:00,20,5.2,4.8,5.8,,,,2004
2004-01-15 00:00:00,21,6.1,4.6,6.1,,,,2004
2004-01-15 00:00:00,22,6.4,4.6,5.0,,,,2004
2004-01-15 00:00:00,23,5.8,4.5,5.1,,,,2004
2004-01-15 00:00:00,24,3.8,4.3,5.8,,,,2004
2004-01-16 00:00:00,1,2.5,4.7,5.2,,,,2004
2004-01-16 00:00:00,2,1.0,4.5,4.8,,,,2004
2004-01-16 00:00:00,3,0.3,4.6,4.6,,,,2004
2004-01-16 00:00:00,4,0.4,4.4,5.1,,,,2004
2004-01-16 00:00:00,5,0.7,4.3,5.0,,,,2004
2004-01-16 00:00:00,6,0.8,4.5,4.2,,,,2004
2004-01-16 00:00:00,7,0.4,4.0,3.9,,,,2004
2004-01-16 00:00:00,8,2.3,4.8,5.6,,,,2004
2004-01-16 00:00:00,9,3.4,5.0,6.1,,,,2004
2004-01-16 00:00:00,10,3.4,4.7,5.7,,,,2004
2004-01-16 00:00:00,11,2.7,4.7,6.2,,,,2004
2004-01-16 00:00:00,12,4.8,5.0,8.4,,,,2004
2004-01-16 00:00:00,13,4.6,4.9,6.4,,,,2004
2004-01-16 00:00:00,14,7.3,4.8,6.4,,,,2004
2004-01-16 00:00:00,15,6.1,4.7,7.6,,,,2004
2004-01-16 00:00:00,16,7.2,4.6,7.8,,,,2004
2004-01-16 00:00:00,17,4.7,4.2,7.7,,,,2004
2004-01-16 00:00:00,18,3.6,4.5,8.6,,,,2004
2004-01-16 00:00:00,19,3.6,4.5,12.5,,,,2004
2004-01-16 00:00:00,20,5.7,4.3,13.6,,,,2004
2004-01-16 00:00:00,21,5.5,4.5,15.8,,,,2004
2004-01-16 00:00:00,22,4.7,4.5,10.3,,,,2004
2004-01-16 00:00:00,23,3.6,4.8,8.0,,,,2004
2004-01-16 00:00:00,24,2.1,4.8,9.1,,,,2004
2004-01-17 00:00:00,1,2.0,4.8,7.2,,,,2004
2004-01-17 00:00:00,2,0.8,4.8,6.6,,,,2004
2004-01-17 00:00:00,3,0.8,4.7,5.7,,,,2004
2004-01-17 00:00:00,4,0.2,4.4,5.6,,,,2004
2004-01-17 00:00:00,5,1.1,4.4,5.7,,,,2004
2004-01-17 00:00:00,6,0.9,4.5,5.3,,,,2004
2004-01-17 00:00:00,7,0.2,4.5,5.5,,,,2004
2004-01-17 00:00:00,8,0.9,4.5,5.7,,,,2004
2004-01-17 00:00:00,9,0.1,4.6,7.4,,,,2004
2004-01-17 00:00:00,10,1.0,4.9,6.8,,,,2004
2004-01-17 00:00:00,11,2.1,5.0,6.7,,,,2004
2004-01-17 00:00:00,12,3.1,5.1,7.7,,,,2004
2004-01-17 00:00:00,13,3.3,4.5,7.5,,,,2004
2004-01-17 00:00:00,14,3.8,4.5,7.4,,,,2004
2004-01-17 00:00:00,15,3.8,4.5,7.7,,,,2004
2004-01-17 00:00:00,16,2.9,4.2,6.7,,,,2004
2004-01-17 00:00:00,17,0.9,4.3,5.6,,,,2004
2004-01-17 00:00:00,18,1.8,4.2,5.5,,,,2004
2004-01-17 00:00:00,19,2.9,4.2,5.5,,,,2004
2004-01-17 00:00:00,20,2.4,4.3,7.1,,,,2004
2004-01-17 00:00:00,21,2.2,4.6,9.2,,,,2004
2004-01-17 00:00:00,22,3.3,4.0,11.3,,,,2004
2004-01-17 00:00:00,23,2.7,4.5,7.7,,,,2004
2004-01-17 00:00:00,24,2.3,4.6,6.3,,,,2004
2004-01-18 00:00:00,1,0.4,4.3,6.1,,,,2004
2004-01-18 00:00:00,2,1.4,4.2,6.5,,,,2004
2004-01-18 00:00:00,3,1.5,4.4,5.9,,,,2004
2004-01-18 00:00:00,4,1.4,4.6,5.6,,,,2004
2004-01-18 00:00:00,5,2.3,4.8,4.6,,,,2004
2004-01-18 00:00:00,6,3.0,4.5,4.8,,,,2004
2004-01-18 00:00:00,7,2.3,4.6,4.5,,,,2004
2004-01-18 00:00:00,8,1.5,4.8,4.6,,,,2004
2004-01-18 00:00:00,9,1.6,5.1,3.9,,,,2004
2004-01-18 00:00:00,10,1.8,5.0,4.4,,,,2004
2004-01-18 00:00:00,11,0.5,4.6,5.5,,,,2004
2004-01-18 00:00:00,12,0.5,4.7,6.5,,,,2004
2004-01-18 00:00:00,13,2.0,4.5,8.5,,,,2004
2004-01-18 00:00:00,14,1.1,4.5,8.3,,,,2004
2004-01-18 00:00:00,15,0.5,4.6,6.2,,,,2004
2004-01-18 00:00:00,16,1.0,4.6,5.0,,,,2004
2004-01-18 00:00:00,17,1.3,4.7,5.6,,,,2004
2004-01-18 00:00:00,18,1.3,4.3,4.9,,,,2004
2004-01-18 00:00:00,19,0.5,4.3,5.2,,,,2004
2004-01-18 00:00:00,20,2.9,4.3,5.0,,,,2004
2004-01-18 00:00:00,21,3.3,4.3,5.7,,,,2004
2004-01-18 00:00:00,22,3.2,4.4,5.6,,,,2004
2004-01-18 00:00:00,23,2.2,4.4,5.2,,,,2004
2004-01-18 00:00:00,24,1.6,4.5,5.4,,,,2004
2004-01-19 00:00:00,1,0.3,4.4,5.0,,,,2004
2004-01-19 00:00:00,2,1.6,4.3,5.3,,,,2004
2004-01-19 00:00:00,3,2.8,4.0,5.5,,,,2004
2004-01-19 00:00:00,4,3.0,4.2,5.2,,,,2004
2004-01-19 00:00:00,5,3.3,4.4,5.1,,,,2004
2004-01-19 00:00:00,6,2.7,4.3,5.6,,,,2004
2004-01-19 00:00:00,7,2.4,4.5,5.7,,,,2004
2004-01-19 00:00:00,8,1.4,4.4,6.5,,,,2004
2004-01-19 00:00:00,9,1.0,4.5,6.8,,,,2004
2004-01-19 00:00:00,10,0.5,4.9,9.0,,,,2004
2004-01-19 00:00:00,11,2.3,5.5,8.3,,,,2004
2004-01-19 00:00:00,12,2.6,4.9,9.7,,,,2004
2004-01-19 00:00:00,13,2.8,4.6,8.8,,,,2004
2004-01-19 00:00:00,14,4.4,4.3,8.6,,,,2004
2004-01-19 00:00:00,15,2.0,4.8,8.9,,,,2004
2004-01-19 00:00:00,16,0.8,5.4,3.4,,,,2004
2004-01-19 00:00:00,17,0.8,4.4,4.8,,,,2004
2004-01-19 00:00:00,18,0.3,3.8,5.9,,,,2004
2004-01-19 00:00:00,19,1.2,5.0,3.5,,,,2004
2004-01-19 00:00:00,20,1.5,4.7,4.6,,,,2004
2004-01-19 00:00:00,21,4.1,4.7,5.8,,,,2004
2004-01-19 00:00:00,22,3.0,4.7,5.1,,,,2004
2004-01-19 00:00:00,23,3.2,4.5,6.1,,,,2004
2004-01-19 00:00:00,24,1.5,3.5,7.2,,,,2004
2004-01-20 00:00:00,1,0.5,5.0,6.8,,,,2004
2004-01-20 00:00:00,2,1.0,4.4,5.3,,,,2004
2004-01-20 00:00:00,3,2.3,4.3,5.6,,,,2004
2004-01-20 00:00:00,4,2.5,4.2,5.1,,,,2004
2004-01-20 00:00:00,5,2.8,4.4,4.7,,,,2004
2004-01-20 00:00:00,6,2.9,4.5,4.9,,,,2004
2004-01-20 00:00:00,7,1.6,4.4,5.1,,,,2004
2004-01-20 00:00:00,8,1.0,4.3,5.3,,,,2004
2004-01-20 00:00:00,9,0.7,4.5,6.1,,,,2004
2004-01-20 00:00:00,10,1.5,4.3,6.6,,,,2004
